height_cm,weight_kg,preferred_foot,skill_moves,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_heading_accuracy,skill_curve,skill_fk_accuracy,skill_long_passing,movement_agility,movement_balance,power_jumping,mentality_aggression,mentality_penalties,position
174,68,1,3,63.0,61.0,67.0,65.0,59.0,68.0,62,58,64,66,65,77,77,81,64,61,CM
182,73,1,2,68.0,56.0,60.0,59.0,64.0,69.0,56,65,46,44,61,60,54,75,65,42,RB
188,84,1,3,72.0,68.0,65.0,67.0,35.0,72.0,63,68,72,68,63,61,59,64,55,64,LW
180,70,1,2,39.0,57.0,70.0,62.0,58.0,69.0,69,46,73,66,69,63,64,80,72,47,CM
184,70,1,2,69.0,58.0,57.0,63.0,63.0,70.0,43,61,48,37,60,72,58,71,71,44,CDM
175,72,0,3,64.0,64.0,68.0,69.0,58.0,63.0,70,49,72,68,70,75,79,74,62,57,CM
190,85,1,2,45.0,42.0,48.0,46.0,66.0,76.0,47,66,37,35,55,45,48,44,74,46,CB
177,75,1,3,57.0,60.0,71.0,66.0,37.0,52.0,67,52,70,68,74,64,67,52,38,69,LM
175,66,0,3,75.0,55.0,63.0,65.0,62.0,64.0,68,60,70,61,59,79,77,68,60,53,LWB
182,74,1,3,60.0,64.0,64.0,66.0,28.0,74.0,66,71,65,59,61,71,66,91,71,60,ST
198,94,1,2,50.0,65.0,53.0,55.0,32.0,77.0,55,79,54,53,43,33,30,66,59,66,ST
183,76,1,4,71.0,64.0,66.0,69.0,49.0,67.0,65,50,67,56,65,79,76,71,53,58,CM
170,73,0,2,72.0,49.0,60.0,63.0,61.0,74.0,61,55,62,34,61,76,74,75,62,51,LB
176,71,1,2,67.0,50.0,55.0,64.0,66.0,68.0,51,50,59,58,56,76,78,68,85,48,CDM
179,73,1,2,54.0,68.0,72.0,66.0,55.0,48.0,72,43,76,78,73,64,68,35,42,71,CM
180,80,0,4,72.0,66.0,61.0,70.0,39.0,62.0,63,50,67,62,47,75,78,74,59,67,RM
180,70,1,3,73.0,63.0,65.0,67.0,48.0,68.0,57,52,66,57,67,71,74,73,62,56,CM
178,70,1,3,47.0,63.0,66.0,68.0,63.0,64.0,64,56,70,64,68,70,67,70,63,54,CM
178,80,1,3,62.0,68.0,66.0,67.0,33.0,69.0,62,53,63,66,62,72,82,59,58,71,ST
187,80,1,2,46.0,50.0,51.0,51.0,65.0,72.0,45,70,46,53,57,55,56,82,68,50,CB
180,73,1,3,75.0,66.0,55.0,64.0,39.0,70.0,47,68,58,60,51,69,64,86,73,61,ST
178,71,1,3,69.0,52.0,64.0,65.0,63.0,68.0,65,58,68,52,64,73,72,80,66,50,RB
177,77,0,3,56.0,56.0,63.0,63.0,64.0,65.0,59,52,60,50,61,69,73,79,84,59,CDM
187,77,1,2,55.0,39.0,52.0,52.0,64.0,81.0,40,64,38,29,62,61,61,80,71,27,CB
177,72,1,3,58.0,60.0,64.0,69.0,63.0,58.0,55,49,58,66,64,79,76,77,58,59,CAM
175,74,1,3,73.0,63.0,65.0,67.0,48.0,60.0,65,51,69,70,62,78,80,76,65,65,LM
188,76,1,2,44.0,34.0,53.0,59.0,65.0,76.0,61,67,30,29,53,72,61,68,75,30,CB
184,85,1,2,61.0,67.0,50.0,63.0,39.0,67.0,30,69,57,66,44,66,63,83,66,70,ST
185,80,1,2,64.0,66.0,52.0,60.0,39.0,83.0,39,70,51,45,57,60,66,82,83,67,ST
191,79,1,2,59.0,65.0,43.0,61.0,34.0,79.0,31,72,40,29,40,67,51,74,74,64,ST
178,65,0,2,66.0,48.0,62.0,62.0,60.0,68.0,64,46,68,70,62,69,70,87,64,54,LWB
170,70,1,3,66.0,68.0,47.0,69.0,33.0,57.0,36,68,56,56,46,76,89,58,50,70,ST
185,83,1,4,73.0,64.0,60.0,68.0,42.0,70.0,53,64,63,51,54,76,46,81,72,64,ST
180,73,1,3,68.0,58.0,62.0,64.0,61.0,70.0,66,59,64,63,55,72,71,75,62,56,RB
180,72,0,3,66.0,50.0,60.0,65.0,60.0,65.0,67,60,66,40,53,66,66,58,63,44,LWB
201,94,1,2,34.0,67.0,49.0,60.0,30.0,73.0,30,80,43,38,49,34,31,63,67,70,ST
175,75,0,3,63.0,61.0,64.0,64.0,64.0,70.0,66,59,65,54,59,64,68,75,70,48,LB
180,75,0,3,74.0,65.0,56.0,70.0,33.0,59.0,58,57,68,62,48,68,69,70,57,57,ST
189,75,1,2,66.0,50.0,55.0,57.0,63.0,80.0,36,62,33,60,66,61,41,76,70,44,CB
187,74,1,2,63.0,35.0,55.0,59.0,66.0,71.0,48,58,44,22,60,65,64,80,70,56,CB
168,77,1,3,90.0,61.0,59.0,68.0,26.0,51.0,61,39,52,62,56,93,91,75,60,63,RM
180,73,1,4,73.0,65.0,63.0,67.0,25.0,52.0,60,63,63,64,60,75,69,74,35,65,ST
187,81,0,2,65.0,52.0,64.0,61.0,62.0,76.0,70,50,70,68,58,60,65,59,70,45,LB
185,73,1,2,54.0,50.0,64.0,61.0,63.0,68.0,57,62,58,58,67,65,64,59,58,41,CDM
186,76,1,2,72.0,65.0,46.0,65.0,37.0,64.0,36,63,61,44,38,76,68,72,46,52,ST
184,80,0,2,53.0,23.0,44.0,54.0,67.0,75.0,54,64,13,21,40,59,64,71,69,17,CB
178,77,1,2,62.0,46.0,55.0,52.0,62.0,68.0,35,45,35,40,62,63,59,59,65,49,CDM
185,74,1,2,51.0,44.0,60.0,58.0,62.0,68.0,48,58,39,51,64,56,52,58,73,52,CDM
183,79,1,3,76.0,65.0,60.0,67.0,46.0,68.0,60,66,70,55,59,68,66,71,70,55,LM
175,60,1,3,75.0,62.0,64.0,69.0,54.0,49.0,61,58,54,52,61,82,82,67,61,59,CF
182,73,1,2,55.0,30.0,49.0,51.0,68.0,68.0,33,64,32,47,63,67,68,70,73,52,CB
188,77,1,3,88.0,46.0,59.0,63.0,61.0,71.0,63,52,57,43,55,73,61,60,69,51,RB
180,73,1,3,66.0,64.0,67.0,67.0,58.0,64.0,66,48,67,63,68,73,64,69,56,64,CM
181,77,1,3,57.0,65.0,67.0,64.0,63.0,77.0,67,51,60,66,67,62,75,76,73,61,CM
196,93,0,2,51.0,28.0,43.0,46.0,66.0,76.0,38,70,22,40,46,32,33,73,61,32,CB
182,76,1,3,74.0,66.0,66.0,68.0,58.0,68.0,66,49,68,65,66,78,67,60,65,61,CM
174,73,1,2,69.0,48.0,59.0,64.0,62.0,72.0,62,61,58,48,58,79,76,85,62,55,RB
180,72,1,2,50.0,55.0,61.0,57.0,64.0,72.0,59,60,42,60,64,57,66,65,74,55,CDM
184,76,1,3,81.0,63.0,61.0,69.0,39.0,67.0,58,59,57,55,62,75,72,70,54,57,ST
180,75,0,2,68.0,47.0,55.0,64.0,62.0,74.0,64,64,58,57,56,73,61,80,72,44,LWB
175,78,1,3,60.0,64.0,68.0,67.0,50.0,58.0,64,36,69,64,68,71,75,54,55,58,CAM
178,70,1,3,82.0,61.0,61.0,68.0,28.0,61.0,61,56,66,59,59,80,77,73,43,58,RM
174,75,1,3,67.0,63.0,63.0,66.0,63.0,70.0,62,64,64,65,65,75,80,74,71,66,CDM
196,85,1,3,58.0,67.0,54.0,62.0,32.0,69.0,30,65,65,64,55,52,33,31,46,70,ST
168,71,1,3,72.0,65.0,64.0,69.0,35.0,53.0,66,57,71,73,63,82,85,71,69,73,RW
176,76,1,2,70.0,51.0,54.0,65.0,63.0,68.0,60,57,51,45,59,72,69,75,68,48,RB
186,88,1,2,84.0,50.0,59.0,60.0,64.0,76.0,45,63,50,46,65,56,62,80,65,59,CB
182,79,1,2,84.0,36.0,57.0,63.0,59.0,64.0,63,52,46,30,53,70,67,42,56,34,RB
173,68,0,3,52.0,52.0,68.0,68.0,64.0,65.0,65,46,70,52,65,65,89,44,70,57,CM
183,71,1,3,88.0,55.0,57.0,71.0,26.0,49.0,60,35,59,48,48,83,74,58,32,60,RM
183,70,0,3,70.0,57.0,65.0,69.0,66.0,71.0,65,67,69,63,66,66,68,78,66,52,CB
177,72,1,3,74.0,55.0,58.0,66.0,61.0,71.0,53,53,23,29,67,76,74,86,71,47,CDM
175,68,1,3,77.0,63.0,61.0,68.0,45.0,58.0,60,58,62,56,57,83,80,73,51,66,RW
175,64,1,3,66.0,60.0,64.0,66.0,64.0,65.0,66,57,72,53,59,75,77,73,64,60,LB
174,68,0,3,70.0,64.0,68.0,68.0,57.0,66.0,68,48,76,75,65,76,81,71,70,70,CM
181,73,1,3,52.0,59.0,64.0,64.0,65.0,72.0,59,63,54,56,64,63,63,70,73,49,CB
175,58,1,2,66.0,54.0,64.0,67.0,66.0,75.0,61,62,61,42,67,81,83,79,74,51,CM
188,87,1,2,53.0,67.0,54.0,59.0,25.0,77.0,53,71,57,61,40,48,59,81,67,65,ST
179,77,1,2,68.0,48.0,57.0,59.0,64.0,71.0,62,58,40,48,56,66,68,71,68,50,LB
180,72,1,2,73.0,47.0,59.0,60.0,61.0,70.0,61,50,48,49,58,70,70,77,65,62,RB
175,69,1,3,66.0,62.0,65.0,69.0,60.0,66.0,61,54,65,58,65,75,76,69,62,57,CM
179,72,1,3,81.0,62.0,59.0,70.0,37.0,68.0,57,55,49,59,46,83,68,42,75,60,ST
185,70,1,3,67.0,59.0,64.0,65.0,62.0,79.0,59,48,58,61,65,72,76,74,84,46,CM
183,80,1,3,68.0,60.0,65.0,65.0,64.0,71.0,63,57,60,47,65,64,68,62,71,55,CM
173,67,1,3,86.0,59.0,60.0,67.0,48.0,66.0,60,52,60,52,56,92,91,69,54,66,RM
181,73,1,3,72.0,64.0,66.0,63.0,42.0,59.0,66,52,75,73,66,74,67,63,41,60,LM
174,69,1,3,64.0,61.0,62.0,68.0,60.0,73.0,59,54,46,48,62,84,86,84,70,46,CM
176,69,0,2,68.0,57.0,60.0,66.0,62.0,66.0,66,46,68,69,52,71,72,67,55,47,LB
175,69,1,4,75.0,57.0,59.0,71.0,31.0,57.0,60,35,49,33,61,75,83,53,50,33,LW
177,70,0,3,74.0,66.0,60.0,71.0,29.0,58.0,60,52,57,58,58,84,85,70,55,66,LM
187,86,0,2,65.0,42.0,58.0,61.0,63.0,78.0,60,62,57,49,58,58,60,76,75,52,LB
177,73,1,2,55.0,50.0,57.0,60.0,66.0,72.0,63,55,43,38,61,65,69,72,74,42,RB
193,88,1,2,38.0,45.0,51.0,55.0,66.0,65.0,43,71,34,33,58,54,47,72,55,46,CB
180,70,1,3,54.0,64.0,67.0,65.0,58.0,68.0,68,53,72,57,71,76,75,46,73,49,CM
189,81,0,2,64.0,34.0,52.0,53.0,65.0,73.0,51,68,35,29,60,42,59,74,67,45,CB
196,82,1,2,37.0,33.0,42.0,40.0,64.0,78.0,28,66,38,36,44,30,30,64,81,42,CB
182,75,0,3,83.0,61.0,56.0,68.0,28.0,61.0,53,52,59,56,48,75,71,60,44,61,LM
168,64,0,3,72.0,50.0,61.0,67.0,63.0,50.0,67,40,49,43,62,70,81,61,45,53,LB
180,72,0,2,54.0,47.0,59.0,62.0,64.0,80.0,57,64,60,59,61,72,77,87,73,60,CDM
197,79,1,2,42.0,38.0,46.0,42.0,64.0,76.0,35,69,36,59,41,33,30,84,75,68,CB
173,67,1,3,82.0,60.0,61.0,68.0,49.0,71.0,62,47,63,49,57,90,90,85,73,55,RW
177,68,0,2,83.0,50.0,59.0,64.0,59.0,68.0,62,53,62,62,56,81,77,72,58,49,LB
185,84,1,2,55.0,55.0,59.0,60.0,65.0,74.0,54,64,49,37,63,56,61,65,69,39,CDM
181,74,1,3,72.0,66.0,59.0,65.0,32.0,71.0,59,61,64,56,52,74,65,75,58,74,ST
182,75,1,2,57.0,40.0,53.0,53.0,66.0,70.0,54,68,36,33,58,55,67,75,65,51,CB
183,72,1,2,78.0,48.0,52.0,59.0,61.0,74.0,57,66,23,29,50,59,62,76,65,37,RB
180,74,1,3,60.0,60.0,66.0,67.0,58.0,73.0,64,45,70,70,64,72,76,57,72,65,CM
190,85,1,2,50.0,44.0,57.0,51.0,64.0,77.0,51,69,41,55,54,53,73,75,71,46,CB
179,65,0,2,66.0,50.0,56.0,64.0,65.0,67.0,64,57,67,50,49,61,66,70,68,47,LB
178,74,1,3,73.0,64.0,63.0,66.0,39.0,57.0,62,34,67,68,56,80,70,58,38,66,LM
183,70,1,2,63.0,51.0,63.0,61.0,64.0,72.0,64,63,55,66,60,65,61,70,68,65,CDM
192,90,1,3,68.0,63.0,60.0,64.0,35.0,72.0,56,64,65,47,54,55,42,54,59,55,ST
169,65,1,3,77.0,61.0,63.0,71.0,30.0,44.0,59,49,66,58,61,80,81,56,44,51,CAM
185,73,1,2,89.0,65.0,53.0,65.0,25.0,58.0,52,55,51,30,41,77,60,70,28,62,ST
184,80,0,3,65.0,55.0,62.0,68.0,65.0,60.0,68,58,67,40,61,71,66,67,66,48,LB
191,80,1,2,52.0,47.0,56.0,59.0,63.0,79.0,41,62,37,42,62,47,58,64,78,54,CDM
185,78,0,2,68.0,38.0,52.0,57.0,64.0,74.0,62,65,35,42,35,67,59,79,72,50,LB
164,70,1,3,74.0,60.0,61.0,66.0,62.0,56.0,52,42,58,43,65,92,92,84,72,48,CDM
183,80,1,2,47.0,26.0,46.0,40.0,66.0,74.0,26,68,22,28,55,48,52,71,69,39,CB
186,85,1,2,65.0,55.0,62.0,61.0,62.0,77.0,54,54,50,60,67,70,62,75,75,57,CB
163,66,1,3,83.0,62.0,57.0,68.0,23.0,55.0,63,44,65,29,46,83,88,60,60,57,LW
190,88,1,2,50.0,32.0,45.0,45.0,64.0,78.0,34,68,30,25,52,44,47,80,81,37,CB
193,82,0,2,51.0,31.0,50.0,51.0,65.0,81.0,45,67,48,38,51,45,44,68,68,40,CB
183,73,1,3,76.0,60.0,61.0,67.0,62.0,78.0,51,64,57,56,66,79,76,84,62,56,CM
181,78,1,3,72.0,54.0,65.0,68.0,63.0,65.0,60,59,59,48,67,72,69,75,67,45,CM
189,79,1,2,60.0,58.0,57.0,59.0,62.0,79.0,48,71,44,48,62,37,58,78,73,57,CB
185,73,1,3,78.0,66.0,58.0,67.0,26.0,64.0,65,54,51,52,59,74,66,69,48,53,LM
195,76,1,2,51.0,34.0,45.0,44.0,66.0,78.0,33,65,33,41,50,33,34,82,60,45,CB
171,67,1,4,75.0,64.0,60.0,69.0,45.0,62.0,62,48,69,48,60,80,80,63,57,42,LM
176,70,0,3,63.0,65.0,66.0,67.0,41.0,58.0,61,53,65,72,65,67,72,56,63,54,CAM
182,81,1,2,73.0,65.0,57.0,60.0,36.0,82.0,52,65,46,47,54,73,70,88,88,68,ST
191,88,0,2,50.0,33.0,43.0,41.0,66.0,77.0,30,63,22,23,50,45,67,90,63,34,CB
173,70,1,3,75.0,64.0,58.0,70.0,23.0,62.0,54,51,63,70,42,84,85,87,49,58,LW
164,63,0,4,60.0,61.0,68.0,69.0,33.0,43.0,67,46,69,62,68,74,79,32,43,61,RW
191,75,1,2,70.0,33.0,46.0,50.0,64.0,78.0,50,74,32,25,48,46,51,94,66,40,CB
177,75,0,2,73.0,44.0,57.0,62.0,61.0,73.0,63,50,60,54,51,80,71,90,67,35,LWB
179,77,1,2,64.0,51.0,60.0,61.0,64.0,66.0,65,61,43,56,61,59,65,66,62,58,RB
179,73,1,2,69.0,56.0,59.0,57.0,62.0,79.0,64,68,64,51,59,56,57,72,84,49,CB
191,82,1,2,53.0,38.0,44.0,49.0,66.0,73.0,32,70,30,31,51,38,57,52,67,39,CB
173,64,1,3,61.0,62.0,67.0,68.0,55.0,65.0,67,57,51,59,67,73,75,74,57,49,CM
183,77,1,2,41.0,27.0,51.0,50.0,65.0,73.0,48,73,28,24,65,61,58,80,68,38,CB
183,77,0,3,72.0,58.0,67.0,72.0,51.0,67.0,63,47,72,70,63,83,81,66,58,40,CM
181,74,1,3,77.0,59.0,64.0,73.0,54.0,61.0,60,56,62,55,58,81,75,64,51,55,CM
180,74,1,2,67.0,34.0,56.0,61.0,63.0,72.0,63,53,63,55,48,64,65,71,72,39,RWB
178,66,1,3,75.0,67.0,62.0,67.0,38.0,65.0,61,54,66,68,57,73,76,67,58,67,LM
179,72,1,2,52.0,25.0,47.0,47.0,67.0,70.0,28,69,25,12,58,54,58,81,58,35,CB
178,78,1,2,44.0,37.0,46.0,48.0,64.0,82.0,52,65,33,26,38,62,63,92,82,34,CB
191,72,1,2,39.0,44.0,61.0,60.0,63.0,69.0,54,49,40,39,66,61,38,70,63,48,CDM
182,70,1,2,71.0,39.0,54.0,60.0,63.0,75.0,60,56,46,37,53,74,67,69,53,45,RB
179,75,1,2,67.0,46.0,58.0,62.0,63.0,67.0,62,64,52,37,56,68,69,83,58,41,RB
169,60,1,3,85.0,55.0,58.0,70.0,23.0,43.0,54,32,63,34,49,88,81,88,21,55,RW
185,80,1,2,40.0,45.0,43.0,44.0,66.0,73.0,35,71,28,27,48,35,37,82,69,39,CB
176,70,0,3,90.0,57.0,58.0,64.0,59.0,67.0,63,49,57,37,54,72,74,59,63,45,LB
185,70,1,2,67.0,61.0,63.0,64.0,61.0,67.0,66,55,41,57,62,52,62,62,57,45,CM
186,81,1,2,65.0,30.0,48.0,53.0,66.0,72.0,46,71,25,29,49,58,57,74,69,35,CB
174,73,0,2,75.0,52.0,63.0,66.0,60.0,63.0,65,46,55,64,61,75,78,68,47,49,LB
173,68,1,3,76.0,52.0,65.0,67.0,57.0,64.0,68,39,74,66,64,85,86,62,57,63,RB
187,82,0,2,60.0,42.0,48.0,48.0,65.0,74.0,32,66,28,25,63,46,40,70,64,42,CB
182,80,1,2,58.0,50.0,59.0,59.0,64.0,74.0,52,59,46,54,61,63,66,79,67,48,CDM
182,75,1,2,71.0,29.0,45.0,49.0,65.0,72.0,25,69,27,30,49,72,64,81,68,32,CB
174,68,1,2,73.0,27.0,56.0,64.0,61.0,65.0,64,58,37,30,49,72,72,63,62,40,RB
196,100,1,2,68.0,36.0,42.0,50.0,65.0,83.0,29,63,30,29,44,53,34,50,68,25,CB
184,77,1,2,61.0,48.0,63.0,56.0,61.0,73.0,49,56,73,68,68,69,62,79,61,33,CDM
172,75,1,3,79.0,53.0,61.0,68.0,61.0,70.0,40,53,64,68,66,82,88,63,61,55,CDM
177,71,0,3,71.0,59.0,65.0,66.0,61.0,66.0,65,51,73,68,65,70,70,65,67,47,LB
173,68,1,3,91.0,58.0,57.0,65.0,56.0,61.0,62,59,46,46,56,75,84,76,38,63,RM
193,93,1,2,70.0,67.0,46.0,58.0,36.0,83.0,40,71,51,62,40,52,33,68,82,65,ST
178,75,1,3,86.0,61.0,60.0,70.0,28.0,64.0,60,46,65,49,58,78,80,71,48,57,CF
186,76,1,2,79.0,54.0,50.0,62.0,62.0,86.0,54,60,52,45,46,72,73,82,90,41,CB
191,85,1,3,62.0,69.0,55.0,63.0,45.0,77.0,56,65,45,60,51,54,46,69,65,80,ST
196,83,1,2,59.0,28.0,35.0,41.0,69.0,77.0,22,67,22,25,27,57,64,49,65,38,CB
175,78,1,3,54.0,47.0,60.0,64.0,63.0,68.0,55,59,45,44,64,56,69,76,65,46,CDM
181,74,1,2,83.0,51.0,61.0,64.0,57.0,66.0,62,59,48,36,61,79,68,42,52,47,RB
175,70,1,3,67.0,63.0,68.0,68.0,37.0,46.0,71,45,74,75,61,80,79,58,36,56,CAM
185,80,0,2,63.0,37.0,58.0,58.0,64.0,74.0,64,65,61,45,58,60,51,75,72,41,CB
194,82,1,2,53.0,32.0,45.0,40.0,65.0,77.0,41,72,30,35,36,43,41,71,72,49,CB
189,86,1,2,53.0,40.0,49.0,50.0,61.0,86.0,43,60,38,37,54,53,50,73,93,51,CB
179,72,1,2,51.0,42.0,57.0,58.0,69.0,71.0,45,63,56,51,63,58,55,80,60,54,CDM
174,77,0,2,73.0,60.0,61.0,64.0,63.0,75.0,62,61,65,59,57,75,76,72,79,40,LB
175,70,1,2,62.0,53.0,58.0,61.0,66.0,73.0,44,58,55,46,68,68,71,71,62,59,CDM
186,78,1,2,43.0,37.0,53.0,51.0,68.0,73.0,42,72,38,37,70,56,52,52,65,43,CDM
185,77,1,2,58.0,22.0,39.0,51.0,66.0,76.0,28,70,30,26,32,55,50,82,61,32,CB
174,71,1,3,79.0,63.0,52.0,65.0,22.0,61.0,53,63,37,34,41,73,71,76,37,71,ST
178,71,1,2,62.0,58.0,57.0,64.0,64.0,72.0,50,75,35,42,68,73,83,61,72,37,CDM
178,72,1,3,67.0,61.0,67.0,68.0,50.0,60.0,59,49,68,69,68,70,75,68,35,59,CM
177,73,1,2,61.0,41.0,49.0,53.0,67.0,73.0,43,70,33,38,56,55,66,75,72,42,CB
187,71,1,2,63.0,42.0,48.0,52.0,68.0,70.0,56,63,35,41,43,67,43,75,63,46,CB
186,88,1,3,59.0,69.0,39.0,56.0,28.0,82.0,29,75,54,49,29,52,42,69,82,68,ST
172,69,0,2,80.0,63.0,66.0,69.0,54.0,61.0,57,49,63,68,66,84,78,58,56,59,CM
188,81,0,2,45.0,67.0,45.0,61.0,35.0,66.0,34,73,39,28,32,52,45,70,66,65,ST
189,79,1,2,53.0,65.0,52.0,57.0,36.0,76.0,44,68,44,45,45,34,38,39,56,66,ST
183,83,1,3,75.0,67.0,59.0,65.0,27.0,64.0,59,57,47,40,53,76,70,75,35,58,CF
182,76,1,2,64.0,65.0,61.0,63.0,64.0,72.0,54,67,52,55,64,67,67,76,74,66,CDM
178,73,0,2,71.0,45.0,58.0,64.0,62.0,66.0,64,57,48,39,58,75,75,83,53,40,LB
177,74,1,3,60.0,46.0,61.0,64.0,66.0,78.0,55,59,40,45,70,66,65,75,75,39,CM
186,80,0,2,66.0,35.0,52.0,55.0,65.0,74.0,50,64,48,35,65,63,60,71,66,40,CB
175,72,1,2,73.0,37.0,58.0,65.0,59.0,71.0,67,49,61,27,54,71,73,49,64,37,RWB
191,78,1,2,61.0,63.0,50.0,63.0,27.0,82.0,39,66,36,31,50,58,62,67,72,57,ST
177,79,1,2,74.0,48.0,58.0,62.0,62.0,75.0,57,48,40,34,61,75,81,80,79,50,RB
183,79,1,2,64.0,46.0,56.0,55.0,65.0,71.0,65,68,43,41,57,60,58,64,71,62,CB
180,83,1,2,46.0,45.0,52.0,54.0,66.0,83.0,44,72,47,39,55,47,54,76,85,51,CDM
184,78,1,2,51.0,21.0,52.0,43.0,66.0,63.0,49,72,31,28,63,38,41,76,68,34,CB
185,78,1,3,73.0,60.0,61.0,68.0,64.0,80.0,55,68,68,67,62,80,74,75,68,65,CB
184,76,0,3,65.0,60.0,66.0,66.0,61.0,72.0,65,59,66,64,63,77,74,75,65,34,LWB
185,77,1,2,62.0,33.0,54.0,52.0,66.0,72.0,61,66,35,34,53,50,61,85,66,48,CB
191,86,1,2,50.0,29.0,39.0,44.0,65.0,72.0,29,68,29,25,37,37,38,66,75,35,CB
183,82,1,3,43.0,68.0,52.0,67.0,30.0,73.0,42,69,55,60,40,64,56,85,75,70,ST
176,70,0,3,65.0,34.0,60.0,67.0,62.0,65.0,62,48,45,34,64,76,73,61,74,33,LB
180,75,0,3,64.0,66.0,66.0,66.0,33.0,64.0,66,64,59,54,66,65,63,68,45,72,ST
178,85,1,2,75.0,65.0,57.0,65.0,34.0,72.0,57,62,45,25,55,73,64,72,75,67,ST
194,89,1,2,53.0,26.0,41.0,51.0,65.0,73.0,29,69,24,22,54,33,32,55,70,35,CB
187,84,1,2,82.0,28.0,41.0,50.0,65.0,78.0,38,63,26,28,41,58,62,88,70,50,CB
180,80,1,2,37.0,30.0,45.0,52.0,67.0,65.0,27,72,28,24,59,51,59,84,71,35,CB
176,73,0,3,77.0,59.0,61.0,63.0,35.0,56.0,64,34,53,38,61,73,57,48,44,49,LM
180,76,1,3,78.0,61.0,61.0,68.0,45.0,67.0,62,58,55,53,54,80,73,78,48,59,CAM
194,90,1,2,34.0,29.0,38.0,44.0,66.0,76.0,33,70,34,31,34,52,31,30,73,43,CB
184,73,1,2,68.0,46.0,63.0,64.0,63.0,68.0,65,56,63,48,64,69,65,73,62,38,RB
185,93,1,3,69.0,52.0,60.0,62.0,64.0,78.0,62,62,60,37,60,67,64,65,71,49,RB
188,76,0,2,72.0,30.0,52.0,54.0,67.0,66.0,59,65,37,27,61,54,59,62,62,37,CB
177,67,1,2,75.0,65.0,58.0,66.0,34.0,73.0,55,61,52,52,53,71,73,64,72,63,ST
185,72,0,2,63.0,51.0,57.0,60.0,66.0,71.0,49,57,50,39,62,65,67,72,71,45,CB
175,73,1,3,68.0,66.0,59.0,69.0,23.0,58.0,54,61,56,54,48,74,77,68,36,59,CAM
177,68,1,3,71.0,63.0,61.0,70.0,32.0,52.0,59,54,66,41,52,70,70,50,44,48,ST
168,64,1,3,68.0,54.0,65.0,70.0,51.0,51.0,59,36,48,59,64,83,90,61,37,58,CM
185,83,1,2,53.0,70.0,62.0,63.0,49.0,71.0,50,71,51,56,67,55,54,62,63,59,CAM
185,75,1,4,87.0,60.0,57.0,68.0,24.0,58.0,61,54,54,33,48,81,74,60,37,55,LW
180,71,1,3,63.0,65.0,69.0,65.0,61.0,67.0,67,53,70,73,68,72,74,64,75,53,CM
175,73,0,2,69.0,49.0,61.0,60.0,64.0,67.0,62,48,70,59,57,71,69,74,66,52,LB
182,78,0,3,58.0,36.0,61.0,63.0,65.0,68.0,70,63,54,39,61,63,60,74,62,42,LB
172,68,1,3,74.0,64.0,64.0,67.0,52.0,66.0,62,45,64,59,64,78,75,63,65,54,CAM
190,84,0,2,55.0,35.0,56.0,50.0,65.0,73.0,56,63,42,24,61,47,40,62,65,45,CB
180,79,1,2,53.0,71.0,49.0,56.0,25.0,59.0,31,71,55,61,41,54,65,67,32,71,ST
192,82,1,2,67.0,64.0,53.0,62.0,28.0,68.0,32,66,60,33,40,64,40,36,36,59,ST
183,71,1,2,76.0,54.0,60.0,66.0,63.0,70.0,55,57,56,33,59,76,62,73,65,40,CDM
189,82,1,3,57.0,59.0,65.0,66.0,58.0,70.0,56,54,63,66,67,63,50,67,55,46,CM
185,81,0,2,73.0,60.0,57.0,61.0,63.0,71.0,60,61,58,47,55,69,59,82,64,50,LB
188,79,0,3,67.0,43.0,64.0,64.0,65.0,70.0,64,64,61,49,65,62,63,80,72,40,LB
169,60,0,3,87.0,54.0,59.0,67.0,37.0,50.0,62,60,61,60,55,84,79,86,64,42,RM
173,73,0,3,86.0,55.0,61.0,69.0,27.0,64.0,60,42,60,59,60,86,78,80,53,51,RM
176,70,1,3,73.0,61.0,66.0,65.0,60.0,67.0,57,54,69,67,69,75,76,56,65,58,CM
176,68,0,2,83.0,57.0,57.0,62.0,63.0,66.0,56,55,45,38,60,88,68,84,64,31,LB
183,70,1,3,80.0,59.0,60.0,65.0,54.0,66.0,64,64,55,56,54,81,53,59,59,54,LM
170,66,1,3,72.0,58.0,63.0,66.0,66.0,63.0,58,55,59,53,64,82,77,61,68,54,RM
187,73,1,2,55.0,67.0,54.0,67.0,22.0,58.0,47,68,52,47,46,61,64,69,32,75,ST
182,84,1,2,73.0,31.0,45.0,55.0,66.0,70.0,46,63,32,31,43,70,67,82,65,36,CB
174,60,1,3,88.0,57.0,60.0,66.0,41.0,63.0,59,49,56,38,59,82,83,64,57,50,RM
179,69,0,3,78.0,61.0,59.0,66.0,46.0,63.0,59,52,61,44,53,76,67,62,50,56,RM
188,78,1,2,64.0,48.0,58.0,58.0,67.0,70.0,54,63,58,47,60,62,60,61,61,46,CB
180,67,1,3,76.0,66.0,62.0,67.0,42.0,66.0,57,61,57,72,60,81,69,61,64,48,ST
170,72,1,3,81.0,59.0,58.0,67.0,44.0,66.0,64,53,57,53,54,61,88,85,67,50,RM
160,60,0,4,70.0,64.0,65.0,70.0,30.0,50.0,62,36,68,67,65,94,95,83,64,62,CAM
